Customer_Name,Age,Gender,Visited_With_Family,Room_No,Num_Of_People,Reason_To_Visit,Room_Type,Cleanliness_Rating,Comfort_Rating,Staff_Performance,Facilities_Rating,Location_Rating,Overall_Satisfaction_Score
Geeta,57,Female,No,802,1,Vacation,Single Room,5,4,3,2,2,3.2
Naveen,42,Male,No,408,3,Education,Suite,2,1,4,5,3,3
Naveen,35,Female,No,801,1,Travel,Single Room,3,4,1,1,4,2.6
Raghav,22,Male,Yes,804,3,Education,Double Room,3,1,5,5,5,3.8
Priya,33,Female,Yes,508,3,Travel,Suite,2,1,2,4,2,2.2
Vivaan,44,Male,No,1010,3,Vacation,Suite,2,3,5,1,3,2.8
Vihaan,47,Male,No,107,2,Business,Double Room,1,4,4,5,4,3.6
Vinod,25,Male,Yes,210,4,Business,Suite,3,5,2,5,3,3.6
Lakshmi,60,Female,Yes,207,3,Business,Double Room,1,4,2,1,4,2.4
Vikas,64,Male,Yes,902,2,Business,Single Room,1,2,5,3,1,2.4
Rahul,39,Male,No,802,1,Vacation,Single Room,1,2,2,5,1,2.2
Shreya,37,Female,No,806,3,Education,Suite,5,4,4,1,5,3.8
Amit,42,Male,No,206,2,Travel,Double Room,5,5,3,1,5,3.8
Indira,36,Female,No,310,3,Travel,Suite,3,5,5,1,2,3.2
Kapil,62,Male,Yes,601,2,Business,Single Room,3,4,1,3,1,2.4
Yash,60,Male,Yes,1010,3,Business,Suite,5,2,4,5,1,3.4
Sunita,67,Female,No,403,1,Travel,Single Room,3,4,1,1,4,2.6
Vijay,63,Male,No,705,2,Business,Double Room,3,1,5,2,3,2.8
Vikas,38,Male,Yes,703,1,Travel,Single Room,4,5,2,5,5,4.2
Palak,28,Female,No,202,1,Education,Single Room,3,1,1,1,1,1.4
Rashmi,67,Female,No,404,1,Business,Single Room,2,1,3,4,4,2.8
Rana,49,Male,No,607,3,Vacation,Suite,2,5,3,5,5,4
Sunita,32,Female,Yes,605,3,Business,Double Room,3,3,2,5,2,3
Harsha,21,Female,Yes,705,2,Travel,Double Room,4,4,3,3,4,3.6
Akash,19,Male,Yes,1003,2,Travel,Double Room,3,2,1,5,1,2.4
Palak,62,Female,No,207,2,Education,Double Room,2,3,4,3,2,2.8
Shreya,62,Male,No,1001,1,Business,Single Room,4,2,2,3,1,2.4
Tarun,48,Male,No,503,1,Vacation,Single Room,5,2,5,5,3,4
Leela,41,Female,No,905,3,Vacation,Suite,1,5,5,5,3,3.8
Naina,54,Female,Yes,603,2,Vacation,Single Room,5,1,5,2,5,3.6
Suman,39,Female,No,805,3,Education,Suite,2,3,1,3,2,2.2
Mahesh,34,Female,No,605,2,Business,Double Room,4,3,1,1,1,2
Manish,33,Male,Yes,107,2,Education,Double Room,5,4,1,3,2,3
Rahul,36,Male,No,309,3,Vacation,Suite,2,2,5,5,1,3
Nisha,29,Female,No,605,2,Vacation,Double Room,2,3,5,2,2,2.8
Kabir,28,Male,Yes,110,2,Business,Double Room,2,2,3,3,4,2.8
Kiran,41,Female,No,805,3,Education,Suite,3,4,4,5,2,3.6
Krishna,53,Male,Yes,407,4,Travel,Suite,4,4,1,2,2,2.6
Aryan,52,Male,Yes,1003,2,Business,Double Room,1,1,2,3,5,2.4
Gaurav,43,Female,Yes,904,2,Vacation,Double Room,4,1,5,5,5,4
Amit,30,Male,Yes,904,3,Education,Double Room,4,1,4,2,2,2.6
Sunita,55,Female,No,1005,3,Business,Suite,1,1,1,4,2,1.8
Harish,57,Male,Yes,1006,4,Education,Suite,5,5,5,3,4,4.4
Harsha,55,Female,No,402,1,Education,Single Room,4,1,2,2,3,2.4
Vishal,53,Male,Yes,1007,4,Travel,Suite,3,4,5,1,5,3.6
Deepika,61,Female,Yes,606,2,Education,Double Room,1,2,5,3,2,2.6
Naveen,66,Male,No,1007,3,Travel,Suite,2,5,3,3,3,3.2
Sameer,55,Male,No,208,2,Vacation,Double Room,4,1,4,4,2,3
Vishal,53,Male,No,702,1,Travel,Single Room,1,3,4,4,1,2.6
Aarav,35,Male,No,209,3,Vacation,Suite,1,3,4,2,4,2.8
Sneha,23,Female,Yes,201,2,Business,Single Room,1,1,5,2,2,2.2
Amit,62,Male,No,1008,3,Education,Suite,4,1,1,4,2,2.4
Puja,64,Female,Yes,107,3,Travel,Double Room,4,1,3,3,2,2.6
Deepika,38,Female,No,210,3,Business,Suite,4,1,5,3,3,3.2
Diya,57,Female,Yes,204,1,Education,Single Room,5,2,1,4,5,3.4
Aditya,30,Male,Yes,106,2,Business,Double Room,4,1,5,5,3,3.6
Sunita,26,Female,Yes,603,1,Vacation,Single Room,4,4,3,4,2,3.4
Suman,45,Female,Yes,1006,4,Business,Suite,2,1,3,2,1,1.8
Nandini,58,Female,No,602,1,Education,Single Room,4,4,3,4,5,4
Nisha,55,Female,No,205,1,Vacation,Single Room,2,2,3,5,3,3
Vivek,59,Male,No,1001,1,Travel,Single Room,2,3,4,2,2,2.6
Karthik,52,Male,No,902,1,Travel,Single Room,5,4,2,2,1,2.8
Manish,31,Male,Yes,105,2,Travel,Single Room,4,3,2,1,5,3
Sharad,63,Male,No,706,2,Education,Double Room,3,1,5,2,4,3
Karthik,46,Male,Yes,1006,3,Education,Suite,5,2,1,3,5,3.2
Tarun,54,Male,No,605,2,Vacation,Double Room,4,5,1,3,1,2.8
Naveen,31,Female,Yes,102,2,Education,Single Room,4,3,4,4,1,3.2
Parvati,27,Female,No,110,2,Vacation,Double Room,5,4,2,2,4,3.4
Pankaj,20,Male,Yes,905,3,Travel,Suite,3,4,3,3,3,3.2
Yash,29,Male,No,708,3,Education,Suite,4,2,4,2,4,3.2
Kapil,38,Male,No,802,1,Vacation,Single Room,5,4,1,1,3,2.8
Naveen,38,Male,No,1003,2,Travel,Double Room,2,5,4,2,3,3.2
Smita,66,Female,Yes,802,2,Education,Single Room,2,4,1,4,5,3.2
Neha,56,Female,No,603,1,Education,Single Room,2,3,3,1,2,2.2
Rohit,32,Female,Yes,109,3,Travel,Double Room,2,5,1,2,1,2.2
Vivek,33,Male,Yes,402,2,Travel,Single Room,4,4,4,4,1,3.4
Pankaj,70,Male,Yes,803,2,Travel,Double Room,4,1,3,1,1,2
Anil,23,Male,Yes,602,2,Vacation,Single Room,1,1,3,1,4,2
Lalit,50,Male,Yes,302,1,Travel,Single Room,3,3,5,1,4,3.2
Rashmi,36,Female,No,1008,3,Travel,Suite,3,1,1,4,2,2.2
Rachit,45,Male,Yes,306,3,Business,Double Room,1,4,4,2,2,2.6
Mehul,62,Male,Yes,701,1,Business,Single Room,2,5,1,5,4,3.4
Ananya,40,Female,No,406,2,Vacation,Double Room,2,4,1,1,1,1.8
Ritika,19,Female,No,1007,3,Travel,Suite,5,5,3,1,1,3
Pooja,30,Female,No,804,2,Travel,Double Room,5,5,1,4,5,4
Naina,64,Female,No,307,2,Business,Double Room,1,2,3,2,2,2
Tanya,53,Female,Yes,301,1,Travel,Single Room,4,1,3,4,4,3.2
Shivani,23,Female,Yes,206,3,Education,Double Room,1,1,5,3,5,3
Shreya,31,Male,No,1010,3,Education,Suite,5,1,4,3,3,3.2
Indira,27,Female,Yes,1001,1,Business,Single Room,4,2,5,1,1,2.6
Bhavna,43,Female,Yes,302,2,Travel,Single Room,5,1,1,5,3,3
Nandini,55,Female,Yes,310,4,Travel,Suite,2,1,2,3,5,2.6
Smita,27,Female,No,104,1,Travel,Single Room,1,2,3,4,5,3
Leela,22,Female,Yes,402,2,Business,Single Room,3,1,1,2,2,1.8
Aishwarya,68,Female,Yes,608,3,Vacation,Suite,3,2,4,2,4,3
Ritika,43,Female,No,707,3,Education,Suite,3,4,1,3,2,2.6
Sonia,56,Female,Yes,608,4,Vacation,Suite,2,3,1,5,4,3
Sharad,19,Male,No,110,2,Vacation,Double Room,4,5,5,1,5,4
Vinod,30,Male,Yes,110,2,Vacation,Double Room,3,1,5,3,2,2.8
Rachit,68,Male,No,203,1,Travel,Single Room,5,5,3,4,1,3.6
Puja,34,Female,Yes,703,2,Travel,Single Room,4,4,3,2,5,3.6
Leela,39,Female,Yes,210,3,Vacation,Suite,1,4,2,3,5,3
Akash,56,Male,Yes,605,2,Vacation,Double Room,3,2,1,3,2,2.2
Aditi,60,Female,Yes,109,3,Vacation,Double Room,4,5,3,3,5,4
Harsha,47,Female,No,201,1,Education,Single Room,5,1,5,5,1,3.4
Anushka,58,Female,Yes,106,3,Travel,Double Room,4,4,1,1,2,2.4
Tanvi,56,Female,Yes,308,2,Business,Double Room,4,5,5,3,4,4.2
Naveen,19,Female,Yes,407,3,Travel,Suite,2,2,5,5,5,3.8
Sarika,41,Female,No,109,2,Education,Double Room,1,2,2,4,2,2.2
Diya,65,Female,No,301,1,Business,Single Room,5,3,2,3,3,3.2
Naveen,38,Male,No,802,1,Education,Single Room,5,5,2,3,1,3.2
Bharat,23,Male,Yes,1005,3,Business,Suite,1,4,1,2,1,1.8
Neha,53,Female,No,107,2,Vacation,Double Room,3,2,4,3,1,2.6
Sanjay,46,Male,No,605,2,Business,Double Room,1,3,4,1,5,2.8
Meera,33,Female,Yes,403,1,Education,Single Room,1,1,5,5,2,2.8
Nandini,20,Female,Yes,204,2,Education,Single Room,3,3,4,2,1,2.6
Tanya,58,Female,No,308,2,Business,Double Room,2,2,3,1,4,2.4
Indira,26,Female,Yes,602,2,Vacation,Single Room,5,3,3,1,3,3
Indira,49,Female,No,801,1,Education,Single Room,3,1,2,4,3,2.6
Neha,23,Female,Yes,1007,3,Vacation,Suite,4,2,4,3,1,2.8
Bharat,36,Male,No,708,3,Vacation,Suite,2,2,4,1,1,2
Rahul,33,Male,Yes,402,2,Business,Single Room,3,2,3,3,3,2.8
Rachit,42,Male,Yes,1008,4,Education,Suite,4,5,3,5,4,4.2
Harish,43,Male,No,1005,3,Vacation,Suite,3,1,1,1,4,2
Vinod,64,Male,No,310,3,Education,Suite,4,5,2,4,2,3.4
Rohit,41,Female,Yes,103,1,Travel,Single Room,5,4,3,5,4,4.2
Ananya,18,Female,Yes,507,4,Education,Suite,4,3,1,4,3,3
Naina,47,Female,Yes,305,1,Education,Single Room,4,5,5,3,1,3.6
Seema,46,Female,No,207,2,Business,Double Room,2,4,1,3,5,3
Yash,47,Male,No,203,1,Education,Single Room,5,2,1,3,4,3
Sanjay,27,Male,No,508,3,Vacation,Suite,2,1,4,5,5,3.4
Rohit,59,Female,Yes,905,4,Vacation,Suite,2,5,4,4,2,3.4
Ajay,29,Male,No,1001,1,Vacation,Single Room,2,5,5,5,1,3.6
Raj,61,Male,No,101,1,Education,Single Room,1,4,4,2,2,2.6
Meera,63,Female,No,804,2,Education,Double Room,3,3,3,3,1,2.6
Mahesh,24,Female,Yes,210,4,Vacation,Suite,5,4,1,2,3,3
Bhavna,36,Female,Yes,110,2,Travel,Double Room,3,3,4,3,3,3.2
Anil,34,Male,No,706,2,Education,Double Room,1,5,4,5,3,3.6
Karthik,53,Male,No,601,1,Education,Single Room,4,4,2,5,3,3.6
Suman,35,Female,No,308,2,Vacation,Double Room,5,2,1,5,5,3.6
Keshav,23,Male,No,608,3,Vacation,Suite,2,4,1,2,5,2.8
Palak,40,Female,Yes,203,2,Education,Single Room,2,1,1,5,2,2.2
Indira,62,Female,Yes,307,2,Vacation,Double Room,2,2,4,2,3,2.6
Rohan,40,Male,No,103,1,Vacation,Single Room,3,5,3,2,1,2.8
Aishwarya,19,Female,Yes,506,2,Vacation,Double Room,4,3,2,4,5,3.6
Vivek,50,Male,Yes,103,1,Education,Single Room,2,5,3,1,2,2.6
Arjun,35,Male,No,506,2,Vacation,Double Room,1,5,5,1,2,2.8
Kapil,60,Male,No,205,1,Travel,Single Room,5,5,1,4,3,3.6
Akash,35,Male,No,703,1,Business,Single Room,3,5,3,3,2,3.2
Suman,43,Female,Yes,305,1,Vacation,Single Room,2,3,1,5,4,3
Amit,53,Male,No,309,3,Travel,Suite,4,1,5,5,5,4
Deepak,37,Male,No,302,1,Vacation,Single Room,4,3,3,3,5,3.6
Rana,57,Male,No,904,2,Business,Double Room,3,3,3,3,2,2.8
Aishwarya,25,Female,No,109,2,Education,Double Room,2,3,1,3,1,2
Pankaj,58,Male,Yes,706,3,Business,Double Room,3,5,2,5,4,3.8
Sanjay,69,Male,No,106,2,Business,Double Room,2,3,3,3,1,2.4
Vikas,64,Male,Yes,505,3,Travel,Double Room,2,1,5,2,3,2.6
Harsha,62,Female,No,1009,3,Vacation,Suite,2,4,3,1,2,2.4
Ramu,38,Male,No,1007,3,Education,Suite,2,5,5,2,2,3.2
Deepak,54,Male,Yes,608,4,Education,Suite,4,2,2,5,2,3
Kavita,22,Female,No,1010,3,Education,Suite,3,4,2,5,3,3.4
Pradeep,33,Male,No,1006,3,Education,Suite,1,3,4,2,5,3
Amit,58,Male,Yes,806,4,Business,Suite,4,2,4,1,1,2.4
Swati,59,Female,No,701,1,Education,Single Room,3,1,5,4,4,3.4
Kavita,25,Female,No,304,1,Travel,Single Room,5,5,3,1,3,3.4
Anjali,56,Female,Yes,702,2,Travel,Single Room,3,4,2,5,4,3.6
Harish,63,Male,Yes,307,3,Travel,Double Room,3,1,3,4,5,3.2
Geeta,43,Female,Yes,407,3,Business,Suite,5,1,3,2,3,2.8
Aarav,27,Male,No,501,1,Business,Single Room,2,4,4,2,3,3
Rohan,39,Male,Yes,608,3,Business,Suite,2,5,2,4,1,2.8
Naveen,55,Male,No,903,2,Vacation,Double Room,4,5,2,4,4,3.8
Kavita,56,Female,Yes,902,1,Business,Single Room,5,5,1,4,4,3.8
Vihaan,66,Male,Yes,602,1,Vacation,Single Room,5,5,4,3,2,3.8
Tarun,29,Male,Yes,804,3,Vacation,Double Room,3,2,4,5,5,3.8
Nandini,24,Female,No,704,1,Vacation,Single Room,3,4,4,1,4,3.2
Meera,33,Female,No,109,2,Vacation,Double Room,3,4,4,5,2,3.6
Manish,68,Male,Yes,803,2,Vacation,Double Room,4,2,5,1,3,3
Rachit,66,Male,No,106,2,Business,Double Room,5,3,3,3,2,3.2
Shreya,66,Female,Yes,705,3,Travel,Double Room,2,3,4,5,2,3.2
Naveen,46,Female,Yes,706,3,Education,Double Room,1,4,1,5,5,3.2
Aditi,45,Female,Yes,1005,4,Travel,Suite,2,2,2,3,2,2.2
Lalit,34,Male,Yes,1009,3,Education,Suite,2,2,2,3,3,2.4
Aditya,20,Male,No,1009,3,Travel,Suite,3,3,3,2,1,2.4
Lalit,62,Male,No,110,2,Travel,Double Room,4,1,2,4,2,2.6
Swati,18,Female,No,903,2,Vacation,Double Room,1,4,2,5,5,3.4
Sunita,23,Female,No,703,1,Vacation,Single Room,1,4,1,5,1,2.4
Sneha,70,Female,No,110,2,Business,Double Room,3,4,1,5,2,3
Kapil,38,Male,No,209,3,Business,Suite,3,3,2,4,2,2.8
Rohit,19,Female,No,606,2,Education,Double Room,3,1,1,5,1,2.2
Rashmi,18,Female,No,205,1,Business,Single Room,4,3,1,4,2,2.8
Swati,32,Female,No,202,1,Vacation,Single Room,3,5,1,5,3,3.4
Raj,19,Male,No,804,2,Education,Double Room,5,1,5,3,5,3.8
Gaurav,48,Female,Yes,1010,3,Travel,Suite,1,3,1,3,2,2
Harish,67,Male,Yes,1002,2,Education,Single Room,4,4,4,1,4,3.4
Diya,23,Female,Yes,404,1,Business,Single Room,3,4,3,5,5,4
Naveen,24,Female,No,705,2,Travel,Double Room,2,4,5,5,1,3.4
Vivek,51,Male,Yes,601,1,Business,Single Room,1,5,4,2,2,2.8
Keshav,64,Male,Yes,207,3,Vacation,Double Room,5,1,3,2,5,3.2
Rohit,63,Female,No,705,2,Business,Double Room,5,3,1,2,2,2.6
Sunita,61,Female,Yes,108,2,Travel,Double Room,2,3,2,2,4,2.6
Nandini,56,Female,No,208,2,Business,Double Room,2,3,5,1,1,2.4
Kavita,68,Female,No,301,1,Education,Single Room,5,1,2,3,2,2.6
Geeta,64,Female,Yes,403,2,Business,Single Room,1,2,4,3,2,2.4
Ramu,34,Male,No,201,1,Business,Single Room,1,2,2,1,2,1.6
Sai,67,Male,Yes,1004,3,Travel,Double Room,3,5,2,3,5,3.6
Anushka,35,Female,Yes,504,2,Travel,Single Room,3,5,5,5,2,4
Rana,70,Male,Yes,906,3,Vacation,Suite,4,2,2,4,5,3.4
Anjali,41,Female,Yes,408,4,Business,Suite,2,4,1,1,2,2
Ramu,31,Female,Yes,801,2,Education,Single Room,4,2,3,5,3,3.4
Sharad,28,Male,Yes,605,2,Travel,Double Room,1,1,5,5,4,3.2
Dinesh,43,Male,Yes,1007,3,Vacation,Suite,4,5,1,3,3,3.2
Tarun,31,Male,No,903,2,Vacation,Double Room,3,4,2,1,4,2.8
Leela,33,Female,No,708,3,Business,Suite,4,1,2,3,2,2.4
Vikas,65,Male,Yes,104,1,Travel,Single Room,2,1,5,4,5,3.4
Sneha,28,Female,Yes,504,1,Travel,Single Room,5,2,4,3,2,3.2
Vijay,23,Male,Yes,602,1,Travel,Single Room,2,2,1,5,5,3
Manish,57,Male,No,606,2,Education,Double Room,2,1,1,5,3,2.4
Kavita,32,Female,Yes,505,2,Education,Double Room,4,5,5,2,3,3.8
Lalit,54,Male,No,107,2,Vacation,Double Room,2,4,1,1,1,1.8
Bharat,55,Male,Yes,1006,3,Travel,Suite,3,5,3,1,3,3
Sai,51,Male,No,310,3,Education,Suite,2,5,4,2,5,3.6
Puja,54,Female,No,406,2,Travel,Double Room,5,4,4,1,2,3.2
Leela,61,Female,No,1010,3,Business,Suite,4,1,5,5,4,3.8
Gaurav,36,Female,Yes,801,2,Travel,Single Room,3,3,3,3,5,3.4
Arnav,31,Male,No,806,3,Business,Suite,5,4,2,1,3,3
Vishal,54,Male,Yes,1006,3,Business,Suite,4,3,3,2,3,3
Priya,53,Female,No,308,2,Vacation,Double Room,5,4,5,2,5,4.2
Diya,62,Female,Yes,403,2,Travel,Single Room,2,1,2,4,4,2.6
Keshav,36,Male,No,903,2,Education,Double Room,3,5,2,3,5,3.6
Dinesh,59,Male,No,906,3,Vacation,Suite,2,2,5,5,2,3.2
Pooja,40,Female,Yes,202,1,Education,Single Room,1,2,4,5,4,3.2
Sunita,69,Female,Yes,703,2,Travel,Single Room,1,2,1,2,1,1.4
Leela,70,Female,No,1004,2,Education,Double Room,4,3,5,4,1,3.4
Sai,36,Male,Yes,508,4,Travel,Suite,3,5,3,5,2,3.6
Ramu,25,Female,No,405,2,Business,Double Room,1,3,1,2,5,2.4
Anjali,64,Female,Yes,103,1,Business,Single Room,1,1,3,5,4,2.8
Naveen,35,Male,Yes,1005,3,Vacation,Suite,5,2,4,3,2,3.2
Lakshmi,63,Female,Yes,308,2,Vacation,Double Room,1,4,2,4,4,3
Mahesh,66,Female,No,305,1,Education,Single Room,5,2,2,5,4,3.6
Naveen,19,Male,No,804,2,Vacation,Double Room,5,2,5,1,2,3
Anushka,49,Female,No,702,1,Education,Single Room,2,1,5,2,2,2.4
Neha,31,Female,Yes,108,2,Vacation,Double Room,3,2,3,2,2,2.4
Isha,42,Female,Yes,1008,4,Vacation,Suite,5,3,1,3,3,3
Sharad,41,Male,Yes,708,4,Business,Suite,4,3,1,5,5,3.6
Aarav,68,Male,No,405,2,Education,Double Room,3,2,4,2,1,2.4
Akhil,33,Male,Yes,708,4,Travel,Suite,3,2,4,2,5,3.2
Rashmi,64,Female,No,207,2,Travel,Double Room,3,5,2,5,1,3.2
Rohan,61,Male,No,503,1,Vacation,Single Room,2,2,2,4,3,2.6
Sunita,32,Female,Yes,904,2,Vacation,Double Room,1,1,4,4,4,2.8
Nisha,55,Female,Yes,1003,2,Travel,Double Room,1,2,3,3,2,2.2
Tanvi,64,Female,No,104,1,Vacation,Single Room,1,3,5,2,2,2.6
Sneha,39,Female,Yes,210,4,Education,Suite,3,5,1,3,5,3.4
Naina,55,Female,No,1003,2,Travel,Double Room,5,4,1,4,3,3.4
Seema,42,Female,Yes,107,2,Business,Double Room,2,3,3,2,2,2.4
Suman,56,Female,No,105,1,Business,Single Room,4,5,5,1,1,3.2
Indira,50,Female,No,110,2,Vacation,Double Room,3,5,1,4,5,3.6
Harsha,22,Female,No,210,3,Education,Suite,5,2,2,3,4,3.2
Bhavna,37,Female,No,706,2,Business,Double Room,3,4,3,3,1,2.8
Vishal,54,Male,No,507,3,Education,Suite,3,2,1,2,2,2
Preeti,63,Female,Yes,605,3,Travel,Double Room,4,4,4,1,3,3.2
Vivaan,54,Male,No,210,3,Travel,Suite,5,2,2,3,5,3.4
Aarav,50,Male,No,204,1,Travel,Single Room,5,5,5,1,5,4.2
Rajesh,55,Male,Yes,903,2,Travel,Double Room,4,3,2,2,1,2.4
Deepak,55,Male,No,305,1,Travel,Single Room,1,4,2,1,2,2
Bhavna,18,Female,Yes,707,4,Travel,Suite,3,4,3,5,4,3.8
Rohan,37,Male,Yes,605,3,Travel,Double Room,1,1,4,1,5,2.4
Anil,65,Male,No,1010,3,Travel,Suite,4,2,1,1,2,2
Anil,51,Male,No,404,1,Education,Single Room,1,3,1,2,5,2.4
Amit,49,Male,No,1001,1,Travel,Single Room,3,2,5,5,4,3.8
Pankaj,21,Male,Yes,505,2,Education,Double Room,4,3,3,3,2,3
Lalit,59,Male,No,702,1,Education,Single Room,1,2,4,3,1,2.2
Deepak,59,Male,No,107,2,Travel,Double Room,4,5,1,4,3,3.4
Lalit,30,Male,No,1001,1,Travel,Single Room,4,3,1,2,1,2.2
Nikhil,50,Male,Yes,306,2,Vacation,Double Room,5,5,5,2,3,4
Nikhil,24,Male,No,904,2,Travel,Double Room,1,3,2,1,3,2
Harsha,30,Female,No,701,1,Business,Single Room,4,3,4,3,3,3.4
Aishwarya,63,Female,No,608,3,Vacation,Suite,5,2,3,2,4,3.2
Varun,30,Male,No,503,1,Vacation,Single Room,1,2,3,4,5,3
Suman,45,Female,Yes,1004,2,Business,Double Room,4,4,1,5,5,3.8
Shivani,70,Female,No,603,1,Education,Single Room,3,2,1,2,1,1.8
Shivani,60,Female,Yes,406,2,Travel,Double Room,4,3,1,2,4,2.8
Arjun,63,Male,Yes,903,3,Business,Double Room,4,2,1,2,4,2.6
Deepak,24,Male,Yes,704,1,Education,Single Room,2,1,2,1,5,2.2
Ananya,29,Female,No,310,3,Business,Suite,4,2,3,4,5,3.6
Siddharth,44,Male,Yes,1009,3,Travel,Suite,4,5,1,2,5,3.4
Swati,63,Female,No,905,3,Vacation,Suite,3,1,1,3,2,2
Sarika,32,Female,No,1005,3,Business,Suite,2,4,4,4,1,3
Pradeep,33,Male,Yes,1008,3,Travel,Suite,4,2,1,2,4,2.6
Sharad,60,Male,Yes,108,2,Business,Double Room,1,3,4,4,4,3.2
Aditya,68,Male,No,102,1,Education,Single Room,5,2,2,1,2,2.4
Palak,44,Female,Yes,703,2,Travel,Single Room,2,5,5,3,4,3.8
Preeti,22,Female,Yes,310,4,Travel,Suite,4,2,4,5,2,3.4
Shreya,28,Female,No,905,3,Travel,Suite,4,2,2,1,4,2.6
Meera,61,Female,No,1010,3,Education,Suite,2,1,3,1,3,2
Bhavna,23,Female,No,707,3,Vacation,Suite,3,2,1,2,4,2.4
Vihaan,36,Male,No,903,2,Vacation,Double Room,4,3,5,4,5,4.2
Isha,34,Female,Yes,503,1,Education,Single Room,5,4,4,2,1,3.2
Raghav,69,Male,No,1001,1,Travel,Single Room,5,1,1,2,1,2
Ravi,42,Male,Yes,604,2,Education,Single Room,3,5,3,4,2,3.4
Indira,53,Female,Yes,203,1,Business,Single Room,5,4,3,3,1,3.2
Amit,28,Male,Yes,607,4,Travel,Suite,5,5,1,2,5,3.6
Smita,63,Female,No,804,2,Education,Double Room,4,4,1,4,3,3.2
Sameer,33,Male,Yes,306,2,Travel,Double Room,2,3,1,4,5,3
Aryan,27,Male,Yes,306,2,Vacation,Double Room,4,5,1,2,2,2.8
Tanya,27,Female,No,304,1,Vacation,Single Room,1,4,5,4,2,3.2
Geeta,49,Female,No,805,3,Travel,Suite,1,1,2,1,1,1.2
Puja,32,Female,Yes,608,3,Vacation,Suite,3,5,1,1,2,2.4
Yash,28,Male,No,102,1,Education,Single Room,4,3,2,4,1,2.8
Anushka,32,Female,No,205,1,Travel,Single Room,1,2,3,3,5,2.8
Vinod,27,Male,Yes,507,4,Business,Suite,5,3,2,4,4,3.6
Raj,42,Male,No,705,2,Business,Double Room,4,2,3,5,5,3.8
Rohit,63,Female,Yes,202,1,Vacation,Single Room,1,3,3,1,4,2.4
Palak,41,Female,No,405,2,Travel,Double Room,4,1,1,1,2,1.8
Vivek,18,Male,No,310,3,Business,Suite,3,5,4,5,1,3.6
Raj,53,Male,No,1005,3,Business,Suite,5,4,1,1,3,2.8
Krishna,41,Male,No,109,2,Travel,Double Room,2,2,2,2,4,2.4
Sanjay,20,Male,Yes,207,2,Travel,Double Room,5,2,1,5,3,3.2
Riya,62,Female,Yes,505,3,Vacation,Double Room,1,4,3,2,3,2.6
Vijay,41,Male,No,109,2,Vacation,Double Room,3,1,2,2,1,1.8
Swati,50,Female,No,508,3,Business,Suite,3,3,2,3,2,2.6
Ravi,53,Male,No,1001,1,Vacation,Single Room,4,2,3,4,1,2.8
Parvati,35,Female,Yes,608,3,Vacation,Suite,4,1,1,2,5,2.6
Shreya,23,Male,Yes,806,3,Business,Suite,3,1,2,5,4,3
Ananya,19,Female,Yes,804,3,Travel,Double Room,5,2,2,2,5,3.2
Vikas,55,Male,Yes,306,2,Vacation,Double Room,3,4,4,4,1,3.2
Sneha,22,Female,Yes,508,4,Vacation,Suite,3,2,3,4,5,3.4
Rohan,41,Male,No,110,2,Business,Double Room,3,1,3,2,2,2.2
Naina,49,Female,No,407,3,Business,Suite,4,5,4,1,3,3.4
Aishwarya,60,Female,Yes,606,3,Travel,Double Room,3,3,2,5,3,3.2
Palak,66,Female,Yes,602,2,Education,Single Room,4,3,5,1,4,3.4
Puja,26,Female,No,403,1,Education,Single Room,4,5,4,2,3,3.6
Aishwarya,49,Female,Yes,504,2,Business,Single Room,3,1,3,4,2,2.6
Swati,29,Female,Yes,1007,4,Education,Suite,3,3,2,5,1,2.8
Mehul,63,Male,Yes,208,3,Business,Double Room,4,4,2,2,1,2.6
Smita,28,Female,No,1001,1,Vacation,Single Room,4,3,4,2,1,2.8
Akhil,64,Male,No,310,3,Business,Suite,1,4,2,5,3,3
Sai,65,Male,Yes,704,1,Vacation,Single Room,2,3,5,2,2,2.8
Leela,69,Female,No,109,2,Travel,Double Room,5,1,2,1,5,2.8
Harsha,29,Female,No,303,1,Vacation,Single Room,4,1,4,1,4,2.8
Karthik,49,Male,Yes,205,2,Vacation,Single Room,2,5,4,1,4,3.2
Manish,47,Male,Yes,306,2,Education,Double Room,1,1,4,2,1,1.8
Arjun,66,Male,No,805,3,Business,Suite,3,5,5,4,5,4.4
Swati,70,Female,Yes,904,3,Education,Double Room,3,3,1,4,1,2.4
Rajesh,70,Male,Yes,407,4,Vacation,Suite,3,5,2,1,4,3
Rajesh,37,Male,No,405,2,Vacation,Double Room,2,5,3,4,2,3.2
Aarav,50,Male,Yes,403,1,Travel,Single Room,1,4,2,2,1,2
Arnav,66,Male,Yes,1008,4,Vacation,Suite,4,5,2,2,3,3.2
Mahesh,21,Female,Yes,803,2,Vacation,Double Room,2,1,2,2,2,1.8
Pankaj,43,Male,Yes,804,2,Vacation,Double Room,5,5,5,2,3,4
Smita,62,Female,No,109,2,Business,Double Room,2,5,4,3,3,3.4
Nandini,20,Female,Yes,901,2,Vacation,Single Room,3,3,3,4,2,3
Aishwarya,58,Female,No,404,1,Business,Single Room,4,4,5,2,5,4
Lakshmi,24,Female,Yes,108,2,Vacation,Double Room,2,2,4,3,3,2.8
Arjun,70,Male,Yes,505,2,Education,Double Room,4,2,3,1,3,2.6
Vinod,70,Male,Yes,105,1,Education,Single Room,5,4,2,5,5,4.2
